Step,numberOfAcceptedPeleSteps,currentEnergy,bindingEnergy,ligandSASA,ligandRMSD,L1_C8-H38_OG,H38_HG-H175_ND1,H175_HE2-H40_OE2,H175_HE2-H40_OE1,epoch,trajectory,Cluster
9,3,-3949.39,3.31879,0.425002,5.52128,6.87027,4.03762,12.666,11.3347,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_5.xtc,18
11,4,-3951.88,-8.57456,0.595993,6.64204,4.71712,2.49757,12.2429,11.031,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_5.xtc,6
12,5,-3963.24,2.37481,0.538898,6.35192,6.54053,2.35168,12.29,11.033,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_5.xtc,15
0,0,-3942.41,-5.5928,0.526973,3.84269,8.73212,6.38057,6.82062,5.20801,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_6.xtc,-
2,1,-3941.35,-1.73619,0.549092,2.56249,8.22747,6.37235,7.09549,5.45326,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_6.xtc,0
3,2,-3970.68,-8.76278,0.537951,2.04412,8.372,5.18473,11.1635,9.6671,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_6.xtc,0
0,0,-3948.63,-6.95507,0.433681,6.9095,7.91435,2.83,13.1191,11.7489,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_7.xtc,-
1,1,-3959.18,-3.96186,0.463984,7.11554,9.42161,2.68991,13.015,11.4242,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_7.xtc,4
2,2,-3972.5,-3.7635,0.519345,6.81953,7.47384,2.5085,12.9941,11.5177,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_7.xtc,4
4,3,-3978.27,-7.39166,0.426784,7.23105,8.12352,2.46202,12.9773,11.4956,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_7.xtc,19
6,4,-3970.4,2.13582,0.387551,6.4054,8.35686,2.43589,12.9985,11.5326,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_7.xtc,17
7,5,-3974.0,-14.5388,0.455835,7.31098,8.21393,2.38017,12.6996,11.4012,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_7.xtc,19
9,6,-3977.61,-6.67668,0.490897,6.89096,7.13659,2.35294,12.5986,11.2973,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_7.xtc,19
10,7,-3980.25,-5.38657,0.571883,7.61984,6.95886,2.22685,12.6277,11.3185,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_7.xtc,19
11,8,-3975.55,-6.51002,0.569627,6.94111,9.27693,2.13902,12.6175,11.1496,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_7.xtc,19
0,0,-3948.63,-6.95507,0.433681,6.9095,7.91435,2.83,13.1191,11.7489,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_8.xtc,-
1,1,-3968.25,-5.32811,0.255878,5.00989,9.98364,2.43542,13.137,11.7206,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_8.xtc,12
3,2,-3969.61,-11.5207,0.420273,5.44531,8.35794,2.39485,12.9459,11.4526,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_8.xtc,17
4,3,-3962.16,2.08367,0.375466,5.27252,8.97187,2.31717,12.9423,11.447,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_8.xtc,12
5,4,-3973.89,-4.76926,0.418293,6.89094,8.02764,5.31025,5.78372,4.90252,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_8.xtc,4
6,5,-3975.6,-0.695476,0.576014,7.05917,8.56768,5.37596,5.72883,4.86637,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_8.xtc,4
8,6,-3972.43,3.34734,0.568359,6.96938,7.60366,6.15561,12.1273,10.9188,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_8.xtc,4
9,7,-3974.92,-11.6951,0.473231,7.58886,9.89765,4.77894,13.5738,11.9436,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_8.xtc,4
10,8,-3980.39,-5.29069,0.482632,7.37291,8.6027,4.7742,13.4967,11.8918,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_8.xtc,4
0,0,-3954.47,-4.66349,0.513881,5.81171,4.48791,2.52731,12.7268,11.26,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_9.xtc,-
2,1,-3961.95,-1.04609,0.692937,6.74835,5.70762,2.49536,12.7113,11.2252,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_9.xtc,15
3,2,-3967.19,-6.50153,0.714991,6.91906,5.22586,2.41703,12.4801,11.2046,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_9.xtc,13
4,3,-3964.72,2.49038,0.653021,6.10507,6.40671,2.04185,12.4929,11.081,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_9.xtc,13
6,4,-3968.39,-1.17441,0.635876,4.13295,6.77893,2.04185,12.4929,11.081,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_9.xtc,9
8,5,-3972.18,-5.34702,0.512891,3.20697,6.12366,1.98091,12.4806,10.9161,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_9.xtc,0
0,0,-3954.47,-4.66349,0.513881,5.81171,4.48791,2.52731,12.7268,11.26,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_10.xtc,-
1,1,-3961.5,-6.9389,0.556731,5.4264,5.45606,6.13847,7.06494,6.29192,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_10.xtc,7
2,2,-3961.54,-3.42371,0.624368,4.51929,6.28761,6.06444,7.10187,6.30888,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_10.xtc,7
3,3,-3967.08,-3.84488,0.627654,4.66352,6.15694,5.77938,7.1506,6.38639,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_10.xtc,7
4,4,-3965.46,1.93307,0.726995,5.26413,7.01943,5.81194,7.27981,6.48386,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_10.xtc,9
8,5,-3963.59,3.73094,0.71258,5.85542,6.55418,5.84703,7.30093,6.477,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_10.xtc,7
9,6,-3961.97,-4.91181,0.673213,6.45238,5.12158,5.51039,7.10882,6.34927,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_10.xtc,13
11,7,-3962.28,-4.91789,0.694874,6.66908,4.22974,5.7598,7.16608,6.44943,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_10.xtc,15
12,8,-3967.02,-3.24506,0.550871,5.51525,4.76999,6.33449,5.14123,4.10058,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_10.xtc,15
0,0,-3935.95,-3.32372,0.439665,6.32765,5.63625,4.28423,7.14177,7.33098,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_11.xtc,-
2,1,-3958.65,0.978076,0.605853,6.77871,7.35223,4.27995,7.19081,7.37084,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_11.xtc,4
4,2,-3960.31,-1.26204,0.60835,6.69275,7.86646,4.28206,7.33717,7.37068,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_11.xtc,4
5,3,-3963.39,-3.58373,0.529297,6.53749,6.52969,4.95663,8.30945,7.76079,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_11.xtc,4
0,0,-3935.95,-3.32372,0.439665,6.32765,5.63625,4.28423,7.14177,7.33098,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_12.xtc,-
1,1,-3960.82,-4.5604,0.497934,5.69759,7.16925,4.5961,3.59203,4.79071,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_12.xtc,17
4,2,-3961.16,-5.15048,0.454193,6.35735,7.88574,4.60762,3.6309,4.82222,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_12.xtc,17
6,3,-3971.37,-5.99107,0.45546,7.00652,8.30571,4.67376,3.89513,4.99774,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_12.xtc,17
0,0,-3975.04,-9.12353,0.477123,5.74511,6.84664,7.85197,3.49331,1.47262,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_13.xtc,-
2,1,-3977.14,0.619311,0.515454,6.36826,7.84647,7.85444,3.55851,1.50715,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_13.xtc,4
3,2,-3979.14,-12.466,0.562547,6.24212,8.55208,7.86687,3.60453,1.54073,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_13.xtc,14
4,3,-3978.9,0.446248,0.63746,6.65652,7.42534,7.86637,3.50147,1.50658,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_13.xtc,14
6,4,-3973.1,-0.343964,0.548204,6.4148,8.06277,4.81147,7.35404,6.75454,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_13.xtc,16
8,5,-3970.93,3.23889,0.417981,3.60716,9.78751,6.92013,8.64268,8.20603,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_13.xtc,26
9,6,-3967.38,-0.807885,0.564241,5.17507,8.13413,6.67452,6.89732,6.57534,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_13.xtc,17
10,7,-3966.59,1.86117,0.63976,4.49626,7.23433,6.66447,6.90728,6.57869,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_13.xtc,26
11,8,-3973.25,4.15282,0.732712,4.90999,9.24087,6.67669,6.76283,6.3253,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_13.xtc,25
12,9,-3977.86,2.85895,0.752056,7.38128,9.03099,6.65136,6.69113,6.37786,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_13.xtc,24
13,10,-3978.34,-0.914092,0.731777,7.34453,6.10297,6.40812,6.21249,6.57281,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_13.xtc,27
15,11,-3982.17,-1.42023,0.519822,6.39816,5.10255,6.57111,6.48837,6.23641,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_13.xtc,14
0,0,-3975.04,-9.12353,0.477123,5.74511,6.84664,7.85197,3.49331,1.47262,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_14.xtc,-
1,1,-3983.15,-5.37913,0.427911,6.05818,5.61351,7.93656,3.49486,1.46846,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_14.xtc,4
3,2,-3981.85,-10.6856,0.42108,5.7296,5.97371,7.94562,3.4457,1.41269,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_14.xtc,4
5,3,-3983.04,-1.25345,0.530196,6.65547,6.47117,7.92467,3.50776,1.42906,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_14.xtc,4
6,4,-3987.72,-1.67582,0.506045,5.85397,7.02961,7.91534,3.53733,1.47908,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_14.xtc,4
10,5,-3988.54,-1.88275,0.557011,6.39045,6.95148,7.93625,3.53922,1.4782,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_14.xtc,4
0,0,-3916.91,-14.3345,0.285719,4.90942,5.30989,7.41809,11.3953,9.44965,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_15.xtc,-
5,1,-3923.96,-17.4321,0.279976,5.09112,6.38052,7.39458,11.1464,9.51417,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_15.xtc,10
6,2,-3921.51,3.61224,0.32717,5.87957,6.10007,6.17756,3.95185,2.20072,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_15.xtc,3
7,3,-3924.98,-12.3276,0.254674,6.29769,6.31988,5.28339,4.18997,2.26474,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_15.xtc,3
9,4,-3927.22,-17.5083,0.22145,6.30676,6.85405,4.81546,3.71524,1.75383,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_15.xtc,3
10,5,-3935.88,-5.662,0.209164,6.24183,5.0344,4.56397,3.54701,1.57869,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_15.xtc,1
11,6,-3965.32,-22.3143,0.240359,6.19445,5.28074,5.18242,5.01801,3.23976,1,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_15.xtc,1
0,0,-3938.96,-5.7517,0.322233,5.13277,7.58776,3.2596,5.05051,5.41659,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_1.xtc,-
1,1,-3958.14,-4.82383,0.359405,2.78394,8.46209,6.137,7.44003,6.46306,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_1.xtc,0
2,2,-3963.67,-2.76206,0.286669,4.04537,7.54742,6.03047,7.54551,6.59557,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_1.xtc,0
12,3,-3964.58,-5.83727,0.290566,3.0989,7.65801,5.83105,7.86048,6.96705,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_1.xtc,0
0,0,-3947.48,5.03709,0.256724,6.23117,7.76503,3.44262,5.09981,5.4212,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_2.xtc,-
1,1,-3966.51,-9.18254,0.315304,5.02109,7.10922,5.82194,6.32968,5.81214,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_2.xtc,3
12,2,-3973.79,-9.87978,0.284403,5.88222,7.44191,5.76618,6.61465,5.80203,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_2.xtc,3
0,0,-3947.48,5.03709,0.256724,6.23117,7.76503,3.44262,5.09981,5.4212,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_3.xtc,-
4,1,-3958.37,-0.585271,0.261898,6.11778,6.87796,3.64466,5.19972,5.42029,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_3.xtc,3
8,2,-3967.19,-9.67712,0.365619,4.83284,7.18892,3.668,5.27251,5.43692,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_3.xtc,3
0,0,-3956.16,-6.96555,0.545023,5.42594,5.45953,6.13888,7.06913,6.29199,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_4.xtc,-
2,1,-3964.26,-4.52622,0.515947,4.2582,6.12392,6.12767,7.0745,6.18703,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_4.xtc,7
8,2,-3964.1,0.506257,0.721121,6.89191,5.23061,6.01924,7.26025,6.36974,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_4.xtc,15
9,3,-3967.93,-1.00962,0.558215,5.31979,6.12263,5.90004,7.6915,6.71389,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_4.xtc,9
10,4,-3965.72,1.06404,0.661199,5.86349,6.74691,5.84153,7.76096,6.79138,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_4.xtc,9
14,5,-3966.98,-0.196164,0.650831,5.68115,6.36412,5.84153,7.76096,6.79138,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_4.xtc,9
16,6,-3963.69,2.27483,0.605064,4.46862,6.51023,5.63529,8.06737,7.21341,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_4.xtc,9
0,0,-3959.36,2.00955,0.720311,5.26418,7.01016,5.8139,7.27789,6.47941,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_5.xtc,-
1,1,-3965.35,-1.49338,0.623884,4.61685,6.69272,5.82991,7.20245,6.2646,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_5.xtc,9
2,2,-3966.55,0.183756,0.719201,5.70556,5.83983,5.8661,7.20813,6.27876,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_5.xtc,9
3,3,-3963.3,-0.660784,0.655349,4.66535,7.76272,5.75418,7.0394,6.37824,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_5.xtc,9
5,4,-3959.17,0.573974,0.673794,4.77544,7.17489,5.73667,6.99736,6.40743,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_5.xtc,9
8,5,-3960.36,-1.75218,0.601089,5.23671,7.8673,5.70724,7.11893,6.40496,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_5.xtc,9
10,6,-3972.23,-3.06685,0.6506,5.72841,8.38224,5.75294,7.25089,6.55191,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_5.xtc,14
0,0,-3955.79,-4.96009,0.685731,6.66917,4.23737,5.76397,7.1694,6.45036,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_6.xtc,-
1,1,-3957.89,1.84894,0.579817,6.70678,5.64993,5.8515,7.07097,6.37238,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_6.xtc,15
2,2,-3956.42,3.66999,0.593032,7.35016,3.94356,5.88433,7.03796,6.33646,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_6.xtc,15
3,3,-3957.18,0.283673,0.612032,5.13773,6.75059,5.79266,7.16608,5.92102,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_6.xtc,9
5,4,-3958.06,-4.98108,0.594571,5.39859,7.57553,5.75805,7.01952,6.34501,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_6.xtc,14
6,5,-3956.25,0.314877,0.618021,6.84744,4.55075,6.62906,4.70025,3.4563,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_6.xtc,15
9,6,-3952.22,-8.11052,0.431868,6.67807,5.34987,2.39579,12.4146,11.1519,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_6.xtc,21
11,7,-3957.83,-1.19273,0.46229,6.35036,4.51832,3.14065,12.395,11.1636,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_6.xtc,21
0,0,-3955.83,-5.12114,0.459518,6.35774,7.87944,4.60461,3.63105,4.81972,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_7.xtc,-
1,1,-3961.62,-1.9599,0.549539,6.67168,7.35659,4.54081,3.61825,4.87265,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_7.xtc,17
3,2,-3972.47,-5.5153,0.389757,5.09436,7.32546,5.9684,5.50629,5.98176,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_7.xtc,17
5,3,-3970.58,-4.03991,0.493322,6.50711,7.12216,5.90381,5.56215,5.91753,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_7.xtc,4
7,4,-3969.77,-2.02193,0.485493,6.50106,6.66061,4.7055,8.36498,7.92525,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_7.xtc,4
8,5,-3972.24,0.634163,0.552362,6.83638,6.90055,4.77873,8.44627,8.00676,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_7.xtc,4
10,6,-3975.87,-1.11289,0.546758,6.21117,6.18046,4.79755,8.55538,7.92892,2,/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_7.xtc,14
